Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,MA20,MA50,EMA20,EMA50,RSI,MACD,Signal Line,Volatility,Upper Band,Lower Band,Lag_1,Lag_2,Lag_3
2014-11-15,399.6499938964844,405.52801513671875,371.00799560546875,376.13299560546875,376.13299560546875,15727500,-0.054509846038187426,356.61600189208986,364.6044610595703,369.4386388089357,375.33707208188724,65.84502047589297,-5.898433272951536,-13.179757548578213,0.046044553379952696,414.58124311625545,298.65076066792426,397.8179931640625,420.7349853515625,423.5610046386719
2014-11-16,374.7300109863281,390.79901123046875,374.60198974609375,387.8819885253906,387.8819885253906,11905600,0.03123627295980591,358.36065063476565,364.3717010498047,371.19514830574093,375.8290295894756,68.16865202528045,-4.633881283734695,-11.47058229560951,0.04638945275123879,417.94408977727335,298.77721149225795,376.13299560546875,397.8179931640625,420.7349853515625
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800,-0.0012220186486088247,359.8501495361328,364.57624084472656,372.7392284196659,376.2831064487885,67.66563469053867,-3.5438780291225953,-9.885241442312129,0.04637972388729205,420.82850426015614,298.87179481210944,387.8819885253906,376.13299560546875,397.8179931640625
2014-11-18,387.7850036621094,392.4020080566406,371.11700439453125,375.197998046875,375.197998046875,32222500,-0.031517139000605376,361.83049926757815,364.57086059570315,372.97339695559054,376.2405531781252,62.510072611616835,-3.267156222534652,-8.561624398356633,0.04455906235254374,422.05957664873654,301.60142188641976,387.4079895019531,387.8819885253906,376.13299560546875
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.55499267578125,380.55499267578125,18931800,0.01427778041672001,363.59299926757814,364.4430804443359,373.6954536908468,376.40974688391566,61.731117615666776,-2.7142931930688405,-7.392158157299075,0.04428995838681108,423.84896124498835,303.3370372901679,375.197998046875,387.4079895019531,387.8819885253906
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200,-0.059689129758029424,364.56894836425784,363.9275805664063,372.1854101334224,375.68152137230686,52.2744896958471,-3.4961112388844526,-6.612948773616151,0.04634019648855512,423.7236675720983,305.4142291564174,380.55499267578125,375.197998046875,387.4079895019531
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100,-0.019539471456759827,365.8238983154297,363.4431005859375,370.1532750677021,374.7076574731325,52.24196822501789,-4.554382405430374,-6.201235499978996,0.04568358949462807,422.5250753912238,309.12272123963555,357.8399963378906,380.55499267578125,375.197998046875
2014-11-22,351.60400390625,364.84100341796875,350.87799072265625,352.9200134277344,352.9200134277344,15273000,0.005905752724699953,367.1752990722656,363.31126098632814,368.51201205437184,373.85324005958745,51.98642394423409,-5.341228005215612,-6.029234001026319,0.04567331020857554,421.08904981113454,313.26154833339666,350.8479919433594,357.8399963378906,380.55499267578125
2014-11-23,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,367.572998046875,15151600,0.04151927933138033,369.1762496948242,364.08540100097656,368.42258214889597,373.60695605908893,51.17125875663098,-5.18437391019296,-5.860261982859647,0.04640020577611134,419.7664985554792,318.5860008341692,352.9200134277344,350.8479919433594,357.8399963378906
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100,0.02537728010287066,371.49669952392577,365.2132208251953,369.2300506086737,373.73613429114675,52.630854695022165,-4.506083682473047,-5.5894263227823275,0.04658596999182761,418.76421207623565,324.2291869716159,367.572998046875,352.9200134277344,350.8479919433594
2014-11-25,376.885986328125,394.70098876953125,374.78399658203125,375.3479919433594,375.3479919433594,25442200,-0.004120469378375846,373.28979949951173,366.1186004638672,369.8127116881676,373.7993443951551,52.00974398009657,-3.986632706987507,-5.268867599623364,0.04641759110288628,418.1013985924067,328.47820040661674,376.9010009765625,367.572998046875,352.9200134277344
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700,-0.01859073972939984,374.243798828125,366.76226013183594,369.675310109979,373.5864287371956,30.499117203120065,-3.911118627216581,-4.997317805142007,0.0464006188468648,417.69586419703126,330.7917334592188,375.3479919433594,376.9010009765625,367.572998046875
2014-11-27,370.50201416015625,373.99200439453125,368.2820129394531,369.6700134277344,369.6700134277344,8748030,0.0035291102092429583,375.60654907226564,367.0968603515625,369.67480566405095,373.4328438230991,31.760295428587497,-3.7580381590481693,-4.74946187592324,0.04607565471629181,416.4891673974972,334.72393074703405,368.3699951171875,375.3479919433594,376.9010009765625
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500,0.018332505458648285,377.1544982910156,367.32528015136717,370.31977569288387,373.5510456718716,41.37173500715978,-3.2312699789877115,-4.445823496536135,0.046167672763186215,415.5012598810525,338.80773670097875,369.6700134277344,368.3699951171875,375.3479919433594
2014-11-29,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,375.4909973144531,15375600,-0.0025395173166042895,377.76584777832034,367.60385986328123,370.81227299017615,373.6271222068748,49.68869484459011,-2.814849216698633,-4.119628640568634,0.04488591583369327,415.56615028386324,339.96554527277743,376.4469909667969,369.6700134277344,368.3699951171875
2014-11-30,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,378.0469970703125,9194440,0.0068070866522502715,378.3219970703125,367.91881958007815,371.50129433114154,373.80045063289197,44.76422072632499,-2.299156301750429,-3.7555341728049934,0.04486310117966834,415.7763797515914,340.8676143890336,375.4909973144531,376.4469909667969,369.6700134277344
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000,0.0031689130085912343,378.8994964599609,367.9327392578125,372.2387896440983,374.0139621812957,45.6875718039407,-1.7751725371974203,-3.359461845683479,0.0448633526302222,416.01863641738527,341.78035650253656,378.0469970703125,375.4909973144531,376.4469909667969
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.31500244140625,381.31500244140625,12364100,0.005458232411423403,376.78719635009764,367.7507592773438,373.1031908628895,374.3002774856138,53.61931485774956,-1.197086622724271,-2.9269868010916373,0.02794280701007653,407.4522570076238,346.1221356925715,379.2449951171875,378.0469970703125,375.4909973144531
2014-12-03,381.72198486328125,383.0260009765625,374.34600830078125,375.010009765625,375.010009765625,13340100,-0.01653486654186942,374.5009475708008,367.2335595703125,373.28479266315003,374.3281101240456,46.75553654052464,-1.0433174608955937,-2.5502529330524286,0.028063187827183565,397.13699150537747,351.86490363622414,381.31500244140625,379.2449951171875,378.0469970703125
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600,-0.014415630832770754,373.09024810791016,366.73017944335936,372.9342413529691,374.1428510566811,58.63172503731622,-1.2086097037119998,-2.281924287184343,0.02570386950548033,392.9547829500641,353.2257132657562,375.010009765625,381.31500244140625,379.2449951171875
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800,0.019615588368569137,373.12629852294924,366.6161395263672,373.30755207232914,374.249170776272,69.00968458510474,-0.9416187039428792,-2.0138631705360504,0.02315729103605258,393.01668413525266,353.2359129106458,369.60400390625,375.010009765625,381.31500244140625
2014-12-06,376.7569885253906,378.447998046875,370.94500732421875,374.7850036621094,374.7850036621094,7009320,-0.005490190425720742,372.47144927978513,366.4366796875,373.4482617475463,374.2701838306186,65.98341675225694,-0.821922083072252,-1.7754749530432907,0.022007011761777037,391.14129382989034,353.8016047296799,376.85400390625,369.60400390625,375.010009765625
2014-12-07,374.83599853515625,376.2919921875,373.2749938964844,375.0950012207031,375.0950012207031,6491650,0.0008271343718790902,371.85579986572264,366.1097399902344,373.60509407832313,374.3025296106219,56.957602493525975,-0.6974355322987549,-1.5598670688943836,0.022013061901824497,389.21805178552506,354.4935479459202,374.7850036621094,376.85400390625,369.60400390625
2014-12-08,374.9649963378906,376.02899169921875,361.885986328125,361.90899658203125,361.90899658203125,18898700,-0.03515377329945624,371.1913497924805,365.5570001220703,372.49118003105724,373.8165087075399,37.05666676854298,-1.325328676482684,-1.5129593904120437,0.02228839162956876,389.02576796331243,353.3569316216485,375.0950012207031,374.7850036621094,376.85400390625
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,352.218994140625,32915500,-0.026774693453109233,369.77454986572263,364.94447998046877,370.56049566053986,372.96954735197465,32.49155985675205,-2.4090516914347972,-1.6921778506165945,0.022640356980083917,388.9301002218701,350.6189995095752,361.90899658203125,375.0950012207031,374.7850036621094
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,346.364990234375,16427700,-0.016620352688625162,369.2007995605469,364.14227966308596,368.2561618104289,371.9262313865786,33.05404206196111,-3.6700695761496718,-2.0877561957232103,0.018738150560867417,390.4359833531112,347.96561576798257,352.218994140625,361.90899658203125,375.0950012207031
2014-12-11,344.3399963378906,361.35699462890625,338.76300048828125,350.5060119628906,350.5060119628906,32431300,0.011955659045429279,369.18370056152344,363.4892401123047,366.5656713487586,371.0862227817281,35.86058320596662,-4.520551432969512,-2.574315243172471,0.018460320421907175,390.4815659560033,347.8858351670436,346.364990234375,352.218994140625,361.90899658203125
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,352.5419921875,16989800,0.0058086884536090455,369.16479949951173,363.3717401123047,365.23008285721016,370.3589980525427,31.035908639504115,-5.1289151953325245,-3.085235233604482,0.018458729994848475,390.5240197574752,347.8055792415483,350.5060119628906,346.364990234375,352.218994140625
2014-12-13,352.3810119628906,352.3810119628906,346.5880126953125,347.3760070800781,347.3760070800781,11675900,-0.014653531272593279,368.1549499511719,363.15236022949216,363.5296946879595,369.45770428891666,29.092619808625727,-5.928009600957182,-3.653790107075022,0.015925822818442504,391.63550898092353,344.67439092142024,352.5419921875,350.5060119628906,346.364990234375
2014-12-14,346.72698974609375,353.3160095214844,345.4179992675781,351.6319885253906,351.6319885253906,12415200,0.012251800235389965,366.8914993286133,363.239580078125,362.3965798153339,368.7586566119156,30.84119141521616,-6.362076796581732,-4.195447444976364,0.014948324620982008,391.0986657093932,342.6843329478334,347.3760070800781,352.5419921875,350.5060119628906
2014-12-15,351.3609924316406,351.81500244140625,344.9339904785156,345.3450012207031,345.3450012207031,17264200,-0.017879452125651896,365.39134979248047,363.0523999023437,360.7726199491786,367.8404740475544,27.10263459817297,-7.06785409837579,-4.76992877565625,0.015297833235049858,391.06610961052525,339.7165899744357,351.6319885253906,347.3760070800781,352.5419921875
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,327.06201171875,30864900,-0.05294123105105797,363.3259506225586,362.53385986328124,357.5620858319949,366.2413186621111,19.939261739292178,-8.679232830116177,-5.551789586548235,0.0185907760871753,394.12621203710376,332.52568920801343,345.3450012207031,351.6319885253906,347.3760070800781
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,319.7760009765625,37567900,-0.02227715381526163,360.83125,361.77701965332034,353.9634110838585,364.4191493411092,19.724826502728575,-10.455738257250687,-6.5325793206887255,0.018806252570888162,397.07021375766504,324.592286242335,327.06201171875,345.3450012207031,351.6319885253906
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,311.39599609375,39173000,-0.026205859280311383,357.57870025634764,361.2931195068359,349.909371560991,362.3398099980755,19.102051871540638,-12.43043843708449,-7.712151143967879,0.018271455508456505,399.19450751051016,315.9628930021851,319.7760009765625,327.06201171875,345.3450012207031
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,317.8429870605469,23823100,0.020703512722289208,354.69629974365233,360.74387939453123,346.85543017999635,360.594836549545,18.406462248814222,-13.739406369548647,-8.917602189084032,0.019425464466624676,398.9879648183973,310.40463466890736,311.39599609375,319.7760009765625,327.06201171875
2014-12-20,317.6189880371094,330.32501220703125,316.04400634765625,329.95599365234375,329.95599365234375,20856700,0.03811003257872558,352.29174957275393,360.5765789794922,345.24596003450563,359.39331329867434,28.329857256110827,-14.147353264168714,-9.96355240410097,0.021806412455796582,396.46726202278035,308.1162371227275,317.8429870605469,311.39599609375,319.7760009765625
2014-12-21,329.5429992675781,329.6289978027344,318.90301513671875,320.8429870605469,320.8429870605469,15207600,-0.02761885453548918,349.37164916992185,360.4784588623047,342.9218673703191,357.88153579913995,25.83170328896459,-14.959668428820862,-10.962775609044948,0.022167748802627882,393.7658593589826,304.9774389808611,329.95599365234375,317.8429870605469,311.39599609375
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,331.885986328125,22315100,0.034418702333968154,346.9001983642578,360.59833862304686,341.8708310805863,356.8621024865511,36.364949251467465,-14.991271405964824,-11.768474768428923,0.023971884381781824,389.26385513716116,304.5365415913544,320.8429870605469,329.95599365234375,317.8429870605469
2014-12-23,332.0169982910156,336.2869873046875,329.60198974609375,334.5719909667969,334.5719909667969,16574200,0.00809315472578076,344.87829742431643,360.73869873046874,341.1757034507016,355.9879804661686,41.441053141054766,-14.812277015467032,-12.377235217836546,0.024069403460596616,385.4136328983507,304.34296195028213,331.885986328125,320.8429870605469,329.95599365234375
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,322.53399658203125,15092300,-0.0359802814036525,342.5247970581055,360.57953857421876,339.4003027965425,354.6760595295358,39.095858321310615,-15.275756732993273,-12.956939520867891,0.024960470136259294,382.4771810699425,302.5724130462685,334.5719909667969,331.885986328125,320.8429870605469
2014-12-25,322.2860107421875,322.6700134277344,316.9580078125,319.00799560546875,319.00799560546875,9883640,-0.01093218393697526,339.6324966430664,360.1699786376953,337.4581783021545,353.2773119246704,35.50615084274452,-15.819133622515892,-13.529378341197493,0.024202017471208096,377.43852280713736,301.8264704789955,322.53399658203125,334.5719909667969,331.885986328125
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,327.92401123046875,16410500,0.027949191706237997,337.28944702148436,359.74265869140623,336.5501623905654,352.2830648386233,39.34655286536183,-15.732902448057928,-13.97008316256958,0.025505779550154165,371.5661735689976,303.0127204739711,319.00799560546875,322.53399658203125,334.5719909667969
2014-12-27,327.5830078125,328.9110107421875,312.6300048828125,315.8630065917969,315.8630065917969,15185200,-0.036779876512901266,334.3278472900391,359.21161865234376,334.57995707639697,350.8548272603164,37.130721968120234,-16.27487018391946,-14.431040566839556,0.026322299485245525,364.8846361133111,303.77105846676704,327.92401123046875,319.00799560546875,322.53399658203125
2014-12-28,316.1600036621094,320.02801513671875,311.0780029296875,317.239013671875,317.239013671875,11676600,0.004356341361166027,332.09434814453124,358.6466387939453,332.9284386569187,349.5365600607697,35.616256877015104,-16.608121403851044,-14.866456734241854,0.025669548950025618,360.625754476779,303.5629418122835,315.8630065917969,327.92401123046875,319.00799560546875
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,312.6700134277344,12302500,-0.014402390775512863,330.11689910888674,357.6347589111328,330.9990648255678,348.090813133984,36.13551865130873,-17.091748308416186,-15.311515049076721,0.025295260776610148,358.25487778392693,301.97892043384655,317.239013671875,315.8630065917969,327.92401123046875
2014-12-30,312.718994140625,314.8089904785156,309.37298583984375,310.73699951171875,310.73699951171875,12528300,-0.006182281104684106,328.3354995727539,356.5110186767578,329.06934431948696,346.6259576978167,41.95709673772105,-17.556613378329757,-15.76053471492733,0.02516395673022982,356.65289283530467,300.01810631020317,312.6700134277344,317.239013671875,315.8630065917969
2014-12-31,310.91400146484375,320.1929931640625,310.21099853515625,320.1929931640625,320.1929931640625,13942900,0.030430858466170996,326.8198486328125,355.5609783935547,328.2239775427799,345.5893708533558,50.20114030537291,-17.365393310575882,-16.08150643405704,0.026143460497362568,353.327960404883,300.31173686074203,310.73699951171875,312.6700134277344,317.239013671875
2015-01-01,320.43499755859375,320.43499755859375,314.00299072265625,314.2489929199219,314.2489929199219,8036550,-0.01856380486469611,324.9051986694336,353.3747381591797,326.89302662631724,344.3603364245937,51.40929042987376,-17.46730979827646,-16.358667106900924,0.02622095406363872,349.01376891162977,300.79662842723747,320.1929931640625,310.73699951171875,312.6700134277344
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,315.0320129394531,7860650,0.0024917184690256278,323.28799896240236,351.2606787109375,325.7634062751873,343.2102060918431,48.52916472652459,-17.446799816655755,-16.57629364885189,0.02618292003512205,345.2977856555325,301.2782122692722,314.2489929199219,320.1929931640625,310.73699951171875
2015-01-03,314.84600830078125,315.1499938964844,281.0820007324219,281.0820007324219,281.0820007324219,33054400,-0.10776686435849991,319.76049957275393,348.9259588623047,321.50803431873345,340.7738058816697,29.183790344572287,-19.265771562936266,-17.114189231668767,0.03454749646702904,345.01768355205024,294.5033155934576,315.0320129394531,314.2489929199219,320.1929931640625
2015-01-04,281.14599609375,287.2300109863281,257.61199951171875,264.19500732421875,264.19500732421875,55629100,-0.0600785299812876,315.7029998779297,346.6871990966797,316.0496507954463,337.7707157421618,27.371232086157605,-21.7210649467155,-18.035564374678117,0.03626472497246343,348.5786395745909,282.8273601812685,281.0820007324219,315.0320129394531,314.2489929199219
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,274.4739990234375,43962800,0.03890683553533014,313.07359924316404,344.4190393066406,312.09006491239785,335.28849155711384,26.92519413846091,-23.198426644715994,-19.06813682868569,0.036707958821121774,350.2541400321163,275.89305845421177,264.19500732421875,281.0820007324219,315.0320129394531
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,286.1889953613281,23245700,0.04268162514326268,311.39424896240234,342.3946594238281,309.62329638372455,333.36302111806344,31.86993491348099,-23.739724734338893,-20.002454409816334,0.03822677707319081,350.29444596645624,272.49405195834845,274.4739990234375,264.19500732421875,281.0820007324219
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,294.3370056152344,24866800,0.028470732229305185,310.5412994384766,340.77743957519533,308.16745916767786,331.8325891375604,39.11674971206401,-23.665129969882514,-20.734989521829572,0.03857031505431637,350.18237168691263,270.90022719004054,286.1889953613281,274.4739990234375,264.19500732421875
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,283.3489990234375,19982500,-0.03733137995621494,308.8166000366211,338.83331970214846,305.8037962967978,329.931271878183,36.986248886817826,-24.12747558138517,-21.413486733740694,0.038946892139901365,350.0880612913388,267.54513878190335,294.3370056152344,286.1889953613281,274.4739990234375
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,290.4079895019531,18718600,0.024912706601556422,306.8391998291016,337.4846795654297,304.3375289830031,328.3813392359779,36.120397486209306,-24.043810252974822,-21.93955143758752,0.03828445770053308,347.63299435134957,266.0454053068536,283.3489990234375,294.3370056152344,286.1889953613281
2015-01-10,287.3030090332031,288.12701416015625,273.96600341796875,274.7959899902344,274.7959899902344,15264300,-0.05375884988044988,304.53684997558594,335.96363952636716,301.52404907892986,326.2799529910468,35.195637298152434,-24.755903912116935,-22.502821932493404,0.039500937611818304,347.1595024227,261.9141975284719,290.4079895019531,283.3489990234375,294.3370056152344
2015-01-11,274.6080017089844,279.63800048828125,265.03900146484375,265.6600036621094,265.6600036621094,18200800,-0.03324643248414827,301.22555084228514,334.2184393310547,298.1084257058993,323.90270007618653,32.39131607992968,-25.794274370287212,-23.161112420052167,0.03865973338418766,345.1714979370813,257.279603747489,274.7959899902344,290.4079895019531,283.3489990234375
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,267.7959899902344,18880300,0.00804030075540374,297.88675079345705,332.2228991699219,295.2215270663122,321.70243693556097,34.42155474246542,-26.480909869248762,-23.825071909891488,0.03865840905045627,341.30883714116163,254.46466444575245,265.6600036621094,274.7959899902344,290.4079895019531
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164062,225.86099243164062,72843904,-0.1565930750498653,293.0531005859375,329.20209899902346,288.61576186301016,317.9439489157994,26.939374939160686,-29.328187052789247,-24.92569493847104,0.0504716466188633,345.50650481904813,240.59969635282687,267.7959899902344,265.6600036621094,274.7959899902344
2015-01-14,223.8939971923828,223.8939971923828,171.50999450683594,178.10299682617188,178.10299682617188,97638704,-0.21144862196566871,286.00785064697266,325.2571990966797,278.0907366214065,312.45999001032385,18.045246948344953,-34.36925338891734,-26.814406628560302,0.06665551858995236,357.99632489865786,214.01937639528745,225.86099243164062,267.7959899902344,265.6600036621094
2015-01-15,176.89700317382812,229.06700134277344,176.89700317382812,209.843994140625,209.843994140625,81773504,0.17821708719158869,280.10384979248045,322.08667907714846,271.5910468613321,308.43583330955136,28.961377507879163,-36.84478644821928,-28.820482592492098,0.08019718308133848,356.83021391194836,203.37748567301256,178.10299682617188,225.86099243164062,267.7959899902344
2015-01-16,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,208.0970001220703,38421000,-0.00832520380537527,274.71554946899414,318.8552188110352,265.5439947909262,304.50097710612073,28.534946866428683,-38.95698231519452,-30.847782537032586,0.08011531654349219,355.8762536164867,193.5548453215016,209.843994140625,178.10299682617188,225.86099243164062
2015-01-17,207.83399963378906,211.7310028076172,194.875,199.25999450683594,199.25999450683594,23469700,-0.04246580013191237,268.8165985107422,315.3114788818359,259.2312328591081,300.37387974928606,31.734361386449237,-41.14264689017796,-32.90675540766166,0.08012837956750168,354.01343293776495,183.6197640837195,208.0970001220703,209.843994140625,178.10299682617188
2015-01-18,200.0500030517578,218.69500732421875,194.50599670410156,210.33900451660156,210.33900451660156,30085100,0.05560077444138223,263.70004806518557,312.0084390258789,254.57483015982177,296.8431003283965,37.65732896525923,-42.2682701685747,-34.77905835984427,0.08188624557323573,350.0905970890402,177.30949904133092,199.25999450683594,208.0970001220703,209.843994140625
2015-01-19,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164062,214.86099243164062,18658300,0.021498570488300173,258.90624771118166,308.74471893310545,250.79255989999498,293.6281157049943,35.96766282375536,-42.8355558049993,-36.39035784887528,0.082299153284971,344.9465946484626,172.8659007739007,210.33900451660156,199.25999450683594,208.0970001220703
2015-01-20,212.90699768066406,215.24099731445312,205.1529998779297,211.31500244140625,211.31500244140625,24051100,-0.016503647079460282,253.46234817504882,305.38611907958983,247.03279252298654,290.4001504789712,31.670450908501934,-43.36735795598469,-37.78575787029717,0.08160426593122877,336.91433474293046,170.01036160716717,214.86099243164062,210.33900451660156,199.25999450683594
2015-01-21,211.3780059814453,227.78799438476562,211.21200561523438,226.89700317382812,226.89700317382812,29924600,0.0737382606648691,249.09474868774413,302.2977590942383,245.11509829925717,287.90983097680873,34.07013978564538,-42.794732677551565,-38.78755283174805,0.0840987637075959,328.18070414483213,170.00879323065612,211.31500244140625,214.86099243164062,210.33900451660156
2015-01-22,227.32200622558594,237.0189971923828,226.4340057373047,233.406005859375,233.406005859375,33544600,0.028687036825075563,245.01344833374023,299.46567901611326,243.999946638316,285.7724260702427,37.94805799253111,-41.77247943192671,-39.38453815178379,0.084549737153815,317.9583709565197,172.06852571096078,226.89700317382812,211.31500244140625,214.86099243164062
2015-01-23,233.51699829101562,234.84500122070312,225.1959991455078,232.87899780273438,232.87899780273438,24621700,-0.0022579027249116645,242.60329818725586,296.73117889404296,242.9408086539749,283.69817398132085,35.665554703058575,-40.75736532734595,-39.65910358689622,0.08145126584649692,313.6921176369772,171.51447873753455,233.406005859375,226.89700317382812,211.31500244140625
2015-01-24,232.6999969482422,248.2100067138672,230.02200317382812,247.8470001220703,247.8470001220703,24782500,0.06427373211222309,241.78589782714843,294.1510388183594,243.40806498426969,282.2922455946836,43.26352603098475,-38.88418061041392,-39.50411899159976,0.08185616840340153,312.2021456989639,171.369649955333,232.87899780273438,233.406005859375,226.89700317382812
2015-01-25,247.3520050048828,255.07400512695312,243.88999938964844,253.71800231933594,253.71800231933594,33582700,0.02368800991891784,240.74809799194335,291.7296987915039,244.38996377808553,281.17168703486607,46.965306992445214,-36.78172325678054,-38.959639844635916,0.08154712103282027,309.73314659093234,171.76304939295437,247.8470001220703,232.87899780273438,233.406005859375
